N,seed,weight_reg_one,val_loss_inverse_distortion,val_loss_inverse_distortion_clamped,val_reg_one,val_reg_one_clamped,val_reg_zero,val_reg_zero_clamped
6,615,0.25,0.00032587815076112747,0.0003258908982388675,0.001680828514508903,0.001680828514508903,0.4765144884586334,0.47651323676109314
6,738,0.25,0.00026074107154272497,0.00026074107154272497,0.0019311910727992654,0.0019311910727992654,0.4685624837875366,0.4685624837875366
6,861,0.25,0.00022198159422259778,0.00022198159422259778,0.001758387079462409,0.001758387079462409,0.4744356572628021,0.4744356572628021
6,984,0.25,0.00030792850884608924,0.0003080153837800026,0.0016438260208815336,0.0016438260208815336,0.4706364870071411,0.4706307351589203
7,123,0.0,0.00013779893924947828,0.00013779893924947828,0.13588987290859222,0.13588987290859222,0.40230655670166016,0.40230655670166016
7,246,0.0,8.813568274490535e-05,8.813568274490535e-05,0.040198370814323425,0.040198370814323425,0.4049385190010071,0.4049385190010071
7,369,0.0,8.963838627096266e-05,8.963838627096266e-05,0.24579724669456482,0.24579724669456482,0.40158942341804504,0.40158942341804504
7,492,0.0,0.00010111368465004489,0.00010111368465004489,0.012481532990932465,0.012481532990932465,0.40090054273605347,0.40090054273605347
7,615,0.0,0.00012835330562666059,0.00012835330562666059,0.24346205592155457,0.24346205592155457,0.4047299325466156,0.4047299325466156
7,738,0.0,0.00011427913705119863,0.00011427913705119863,2.711703300476074,2.711703300476074,0.40116745233535767,0.40116745233535767
7,861,0.0,0.0001613009808352217,0.0001613009808352217,0.13646747171878815,0.13646747171878815,0.39950841665267944,0.39950841665267944
7,984,0.0,0.0001138754523708485,0.0001138754523708485,0.13202229142189026,0.13202229142189026,0.40125203132629395,0.40125203132629395
7,123,0.25,0.000356911652488634,0.000356911652488634,0.001422807341441512,0.001422807341441512,0.4264872372150421,0.4264872372150421
7,246,0.25,0.0002232049300801009,0.0002232049300801009,0.0015114208217710257,0.0015114208217710257,0.43252310156822205,0.43252310156822205
7,369,0.25,0.00036698768963105977,0.00036698768963105977,0.0013740172144025564,0.0013740172144025564,0.4248349666595459,0.4248349666595459
7,492,0.25,0.0002959328703582287,0.0002959328703582287,0.0015632077120244503,0.0015632077120244503,0.4251294732093811,0.4251294732093811
7,615,0.25,0.00038558425148949027,0.00038558425148949027,0.0013485150411725044,0.0013485150411725044,0.4251469671726227,0.4251469671726227
7,738,0.25,0.0002943627187050879,0.0002943627187050879,0.0014571819920092821,0.0014571819920092821,0.4250491261482239,0.4250491261482239
7,861,0.25,0.00026948575396090746,0.00026948575396090746,0.0014470703899860382,0.0014470703899860382,0.4273113012313843,0.4273113012313843
7,984,0.25,0.0003347702440805733,0.0003347702440805733,0.0014548689359799027,0.0014548689359799027,0.4248653054237366,0.4248653054237366
8,123,0.0,0.0001170668110717088,0.00011709525279002264,0.27944499254226685,0.27944499254226685,0.3889549672603607,0.38895153999328613
8,246,0.0,0.0001005929516395554,0.00010065370588563383,0.27742183208465576,0.27742183208465576,0.39279377460479736,0.3927876055240631
8,369,0.0,9.03006293810904e-05,9.05186461750418e-05,2.2005867958068848,2.2005867958068848,0.393995076417923,0.3939836919307709
8,492,0.0,8.946397429099306e-05,8.96612400538288e-05,0.35554248094558716,0.355471134185791,0.39231979846954346,0.39230406284332275
8,615,0.0,8.063975110417232e-05,8.10866549727507e-05,0.35414576530456543,0.3540511131286621,0.392599493265152,0.3925786316394806
8,738,0.0,0.0001029066916089505,0.00010307948105037212,0.3447949290275574,0.34475821256637573,0.3884754776954651,0.388467401266098
8,861,0.0,9.705059346742928e-05,9.715968917589635e-05,2.2035958766937256,2.2035958766937256,0.39012473821640015,0.3901127278804779
8,984,0.0,0.0001398981548845768,0.0001418188912793994,0.2813999056816101,0.2813999056816101,0.39007702469825745,0.39003786444664
8,123,0.25,0.0010279417037963867,0.0010279417037963867,0.0046076104044914246,0.0046076104044914246,0.4167730510234833,0.4167730510234833
8,246,0.25,0.00101040443405509,0.00101040443405509,0.004738409072160721,0.004738409072160721,0.4195307195186615,0.4195307195186615
8,369,0.25,0.0011831403244286776,0.0011831403244286776,0.004473536275327206,0.004473536275327206,0.419382244348526,0.419382244348526
